parlamentar,partido,uf_partido,sessao,fase,data,hora,publicacao,link_discurso,sumario
Professor Israel Batista,PSB,DF,182.2022,ORDEM DO DIA,21/12/2022,22h40,DCD22/12/2022 PAG. 301,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761575&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A40&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Professor+Israel+Batista&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A40,"Emissão de parecer ao Projeto de Lei nº 4.513, de 2020, sobre a instituição da Política Nacional de Educação Digital e a alteração das Leis de nºs 9.394, de 1996, (Lei de Diretrizes e Bases da Educação Nacional), 9.448, de 1997; 10.260, de 2001; e 10.753, de 2003."
João Campos,REPUBLICANOS,GO,182.2022,ORDEM DO DIA,21/12/2022,22h40,DCD22/12/2022 PAG. 300,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761568&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A40&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Jo%C3%A3o+Campos&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A40,"Aplausos ao Deputado Professor Israel Batista pelo parecer apresentado ao Projeto de Lei nº 4.513, de 2020, sobre a instituição da Política Nacional de Educação Digital e a alteração das Leis de nºs 9.394, de 1996, (Lei de Diretrizes e Bases da Educação Nacional), 9.448, de 1997; 10.260, de 2001; e 10.753, de 2003."
Erika Kokay,PT,DF,182.2022,ORDEM DO DIA,21/12/2022,22h40,DCD22/12/2022 PAG. 300,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761574&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A40&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Erika+Kokay&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A40,"Congratulações aos Deputados Professor Israel Batista e Angela Amin, respectivamente, relator e autora do Projeto de Lei nº 4.513, de 2020, sobre a instituição da Política Nacional de Educação Digital e a alteração das Leis de nºs 9.394, de 1996, (Lei de Diretrizes e Bases da Educação Nacional), 9.448, de 1997; 10.260, de 2001; e 10.753, de 2003."
Liziane Bayer,REPUBLICANOS,RS,182.2022,ORDEM DO DIA,21/12/2022,22h32,DCD22/12/2022 PAG. 296,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2760799&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A32&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Liziane+Bayer&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A32,"Agradecimento à Casa pela votação do Projeto de Lei nº 201, de 2022, sobre a inserção do art. 1.669-A à Lei nº 10.406, de 2002, (Código Civil), com vista à exclusão da comunhão universal dos bens de vítima de tentativa ou homicídio doloso, praticado pelo cônjuge como autor, coautor ou partícipe. Eleição da oradora para Suplente do Senador eleito Hamilton Mourão."
Erika Kokay,PT,DF,182.2022,ORDEM DO DIA,21/12/2022,22h28,DCD22/12/2022 PAG. 296,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2760792&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A28&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Erika+Kokay&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A28,"Orientação de bancada na votação do substitutivo oferecido pela Relator da Comissão de Constituição e Justiça e de Cidadania ao Projeto de Lei nº 201, de 2022, sobre a inserção do art. 1.669-A à Lei nº 10.406, de 2002, (Código Civil), com vista à exclusão da comunhão universal dos bens de vítima de tentativa ou homicídio doloso, praticado pelo cônjuge como autor, coautor ou partícipe."
Bia Kicis,PL,DF,182.2022,ORDEM DO DIA,21/12/2022,22h28,DCD22/12/2022 PAG. 296,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2760794&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A28&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Bia+Kicis&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A28,"Orientação de bancada na votação do substitutivo oferecido pela Relator da Comissão de Constituição e Justiça e de Cidadania ao Projeto de Lei nº 201, de 2022, sobre a inserção do art. 1.669-A à Lei nº 10.406, de 2002, (Código Civil), com vista à exclusão da comunhão universal dos bens de vítima de tentativa ou homicídio doloso, praticado pelo cônjuge como autor, coautor ou partícipe."
Zé Silva,SOLIDARIEDADE,MG,182.2022,ORDEM DO DIA,21/12/2022,22h20,DCD22/12/2022 PAG. 293,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2760781&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A20&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Z%C3%A9+Silva&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A20,"Importância da aprovação do Projeto de Lei nº 9.793, de 2018, sobre a instituição da Política Nacional de Apoio e Incentivo à Pecuária Leiteira - PNAPL, e a alteração das Leis de nºs 12.669, de 2012, e 13.860, de 2019. Agradecimento aos Deputados Reginaldo Lopes e Aline Sleutjes, autores da proposição, bem como a sindicatos, indústrias e entidades representativas dos produtores rurais pela participação no processo de elaboração da propositura. Agradecimento ao Presidente Arthur Lira e Parlamentares pela aprovação da matéria."
Zé Silva,SOLIDARIEDADE,MG,182.2022,ORDEM DO DIA,21/12/2022,22h16,DCD22/12/2022 PAG. 291,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2760768&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A16&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Z%C3%A9+Silva&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A16,"Emissão de parecer à Emenda de Plenário nº 1, apresentada ao Projeto de Lei nº 9.793, de 2018, sobre a instituição da Política Nacional de Apoio e Incentivo à Pecuária Leiteira - PNAPL, e a alteração das Leis de nºs 12.669, de 2012, e 13.860, de 2019."
Tiago Mitraud,NOVO,MG,182.2022,ORDEM DO DIA,21/12/2022,22h16,DCD22/12/2022 PAG. 292,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2760772&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A16&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Tiago+Mitraud&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A16,"Orientação de bancada na votação do substitutivo oferecido pelo Relator da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural ao Projeto de Lei nº 9.793, de 2018, sobre a instituição da Política Nacional de Apoio e Incentivo à Pecuária Leiteira - PNAPL, e a alteração das Leis de nºs 12.669, de 2012, e 13.860, de 2019."
João Campos,REPUBLICANOS,GO,182.2022,ORDEM DO DIA,21/12/2022,22h16,DCD22/12/2022 PAG. 292,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2760770&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A16&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Jo%C3%A3o+Campos&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A16,"Orientação de bancada na votação do substitutivo oferecido pelo Relator da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural ao Projeto de Lei nº 9.793, de 2018, sobre a instituição da Política Nacional de Apoio e Incentivo à Pecuária Leiteira - PNAPL, e a alteração das Leis de nºs 12.669, de 2012, e 13.860, de 2019. Aplausos ao Deputado Zé Silva pela parecer oferecido à proposição."
Tiago Mitraud,NOVO,MG,182.2022,ORDEM DO DIA,21/12/2022,22h04,DCD22/12/2022 PAG. 286,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761549&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A04&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Tiago+Mitraud&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A04,"Retirada do requerimento de retirada de pauta do Projeto de Lei nº 9.793, de 2018, sobre a instituição da Política Nacional de Apoio e Incentivo à Pecuária Leiteira - PNAPL, e a alteração das Leis de nºs 12.669, de 2012, e 13.860, de 2019."
Felipe Rigoni,UNIÃO,ES,182.2022,ORDEM DO DIA,21/12/2022,22h00,DCD22/12/2022 PAG. 284,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761542&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A00&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Felipe+Rigoni&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A00,"Importância da aprovação do Projeto de Lei nº 1.422, de 2019, sobre a alteração das Leis de nºs 7.116, de 1983; 9.454, de 1997; 13.444, de 2017; e 13.460, de 2017, com vista à adoção de número único para os documentos especificados e ao estabelecimento do Cadastro de Pessoas Físicas - CPF como número de identificação dos cidadãos nos bancos de dados de serviços públicos. Congratulações aos Parlamentares, especialmente ao Deputado General Peternelli."
Eduardo Bismarck,PDT,CE,182.2022,ORDEM DO DIA,21/12/2022,22h00,DCD22/12/2022 PAG. 285,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761543&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A00&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Eduardo+Bismarck&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A00,Atuação do orador no cargo de 1º Suplente de Secretário da Mesa Diretora da Câmara dos Deputados.
Paulo Ganime,NOVO,RJ,182.2022,ORDEM DO DIA,21/12/2022,21h56,DCD22/12/2022 PAG. 283,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761537&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A56&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Paulo+Ganime&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A56,Transcurso do aniversário natalício do Deputado Lucas Gonzalez.
General Peternelli,UNIÃO,SP,182.2022,ORDEM DO DIA,21/12/2022,21h56,DCD22/12/2022 PAG. 284,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761539&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A56&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=General+Peternelli&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A56,"Agradecimento ao Presidente Arthur Lira, aos Deputados, ao Secretário-Geral da Mesa, Ruthier de Sousa Silva, aos Líderes partidários, ao PSL, ao União Brasil e familiares, ao ensejo da despedida do orador da Câmara dos Deputados. Agradecimento ao Deputado Felipe Rigoni pela aprovação do Projeto de Lei nº 1.422, de 2019, sobre a alteração das Leis de nºs 7.116, de 1983; 9.454, de 1997; 13.444, de 2017; e 13.460, de 2017, com vista à adoção de número único para os documentos especificados e ao estabelecimento do Cadastro de Pessoas Físicas - CPF como número de identificação dos cidadãos nos bancos de dados de serviços públicos."
General Peternelli,UNIÃO,SP,182.2022,ORDEM DO DIA,21/12/2022,21h52,DCD22/12/2022 PAG. 282,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761529&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A52&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=General+Peternelli&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A52,"Orientação de bancada na votação da Emenda do Senado Federal ao Projeto de Lei nº 1.422, de 2019, sobre a alteração das Leis de nºs 7.116, de 1983; 9.454, de 1997; 13.444, de 2017; e 13.460, de 2017, com vista à adoção de número único para os documentos especificados e ao estabelecimento do Cadastro de Pessoas Físicas - CPF como número de identificação dos cidadãos nos bancos de dados de serviços públicos."
Tiago Mitraud,NOVO,MG,182.2022,ORDEM DO DIA,21/12/2022,21h48,DCD22/12/2022 PAG. 279,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761126&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A48&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Tiago+Mitraud&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A48,"Agradecimento ao Plenário e ao Relator Felipe Rigoni pela aprovação do Projeto de Lei nº 4.783, de 2020, sobre a instituição do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985."
Erika Kokay,PT,DF,182.2022,ORDEM DO DIA,21/12/2022,21h48,DCD22/12/2022 PAG. 279,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761124&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A48&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Erika+Kokay&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A48,"Defesa de supressão do inciso VII, art. 3º, do Projeto de Lei nº 4.783, de 2020, sobre a instituição do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985."
João Campos,REPUBLICANOS,GO,182.2022,ORDEM DO DIA,21/12/2022,21h44,DCD22/12/2022 PAG. 277,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761110&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A44&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Jo%C3%A3o+Campos&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A44,"Orientação de bancada na votação do requerimento de destaque supressivo do inciso VII, art. 3º, do Projeto de Lei nº 4.783, de 2020, sobre a instituição do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985."
Felipe Rigoni,UNIÃO,ES,182.2022,ORDEM DO DIA,21/12/2022,21h44,DCD22/12/2022 PAG. 278,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761120&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A44&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Felipe+Rigoni&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A44,"Orientação de bancada na votação do requerimento de destaque supressivo do inciso VII, art. 3º, do Projeto de Lei nº 4.783, de 2020, sobre a instituição do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985."
Erika Kokay,PT,DF,182.2022,ORDEM DO DIA,21/12/2022,21h44,DCD22/12/2022 PAG. 278,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761117&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A44&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Erika+Kokay&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A44,"Recomendação ao Ministro do Meio Ambiente, pelo Presidente da República, de impedimento de multas ambientais. Apropriação do Estado brasileiro pelo Presidente Jair Bolsonaro em benefício próprio, dos seus amigos e familiares."
Bia Kicis,PL,DF,182.2022,ORDEM DO DIA,21/12/2022,21h44,DCD22/12/2022 PAG. 278,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761114&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A44&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Bia+Kicis&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A44,"Orientação de bancada na votação do requerimento de destaque supressivo do inciso VII, art. 3º, do Projeto de Lei nº 4.783, de 2020, sobre a instituição do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985."
Felipe Rigoni,UNIÃO,ES,182.2022,ORDEM DO DIA,21/12/2022,21h40,DCD22/12/2022 PAG. 276,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761104&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A40&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Felipe+Rigoni&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A40,"Encaminhamento da votação do requerimento de destaque supressivo do inciso VII, art. 3º, do Projeto de Lei nº 4.783, de 2020, sobre a instituição do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985."
Erika Kokay,PT,DF,182.2022,ORDEM DO DIA,21/12/2022,21h40,DCD22/12/2022 PAG. 277,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761106&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A40&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Erika+Kokay&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A40,"Encaminhamento da votação do requerimento de destaque supressivo do inciso VII, art. 3º, do Projeto de Lei nº 4.783, de 2020, sobre a instituição do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985."
Sâmia Bomfim,PSOL,SP,182.2022,ORDEM DO DIA,21/12/2022,21h36,DCD22/12/2022 PAG. 275,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761096&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A36&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=S%C3%A2mia+Bomfim&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A36,"Orientação de bancada na votação da Subemenda Substitutiva Global oferecida pelo Relator da Comissão de Trabalho, de Administração e Serviço Público ao Projeto de Lei nº 4.783, de 2020, sobre a instituição do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985., ressalvado o destaque."
Paulo Ganime,NOVO,RJ,182.2022,ORDEM DO DIA,21/12/2022,21h36,DCD22/12/2022 PAG. 275,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761099&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A36&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Paulo+Ganime&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A36,"Orientação de bancada na votação da Subemenda Substitutiva Global oferecida pelo Relator da Comissão de Trabalho, de Administração e Serviço Público ao Projeto de Lei nº 4.783, de 2020, sobre a instituição do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985., ressalvado o destaque. Congratulações ao Deputado Felipe Rigoni."
Erika Kokay,PT,DF,182.2022,ORDEM DO DIA,21/12/2022,21h36,DCD22/12/2022 PAG. 275,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761090&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A36&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Erika+Kokay&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A36,"Orientação de bancada na votação da Subemenda Substitutiva Global oferecida pelo Relator da Comissão de Trabalho, de Administração e Serviço Público ao Projeto de Lei nº 4.783, de 2020, sobre a instituição do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985., ressalvado o destaque."
Tabata Amaral,PSB,SP,182.2022,ORDEM DO DIA,21/12/2022,21h32,DCD22/12/2022 PAG. 274,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761087&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A32&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Tabata+Amaral&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A32,"Competência, generosidade e inteligência como atributos do Deputado Felipe Rigoni."
Erika Kokay,PT,DF,182.2022,ORDEM DO DIA,21/12/2022,21h24,DCD22/12/2022 PAG. 271,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=182.2022&nuQuarto=2761614&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A24&sgFaseSessao=OD&Data=21%2F12%2F2022&txApelido=Erika+Kokay&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A24,"Discussão do Projeto de Lei nº 4.783, de 2020, sobre a criação do Código de Defesa do Empreendedor e a alteração da Lei nº 7.347, de 1985."
